item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken classic tender,grilled chicken peri peri tender,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
animal fries,,,,,,,,,,,
grilled chicken smoky bbq tangdi,animal fries,fried chicken peri peri tender,herbed potato,grilled chicken ghostbuster tangdi,grilled chicken jamaican tender,,,,,,
fried chicken kabuli tender,fried chicken classic tender,,,,,,,,,,
jamaican sauce,coleslaw,bone in smoky bbq grilled chicken,,,,,,,,,
bone in angara grilled chicken,grilled chicken peri peri tender,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
aac saucy fries,,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
aac saucy fries,animal fries,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken peri peri tenders + peri peri fries,,,,,,,,,,,
grilled chicken peri peri tender,grilled chicken jamaican tender,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
fried chicken ghostbuster tender,,,,,,,,,,,
peri peri crisper fries,bone in smoky bbq grilled chicken,,,,,,,,,,
grilled chicken peri peri boneless breast,,,,,,,,,,,
jamaican sauce,animal fries,,,,,,,,,,
animal fries,bone in jamaican grilled chicken,,,,,,,,,,
fried chicken peri peri tender,animal fries,,,,,,,,,,
angara sauce,peri peri crisper fries,bone in jamaican grilled chicken quarter + angara rice,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in angara grilled chicken,herbed potato,,,,,,,,,,
bone in peri peri grilled chicken,bone in angara grilled chicken,,,,,,,,,,
fried chicken peri peri tenders + peri peri fries,,,,,,,,,,,
grilled chicken peri peri tangdi,bone in peri peri grilled chicken,salted crisper fries,,,,,,,,,
fried chicken peri peri tender,jamaican sauce,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
bone in smoky bbq grilled chicken,herbed potato,,,,,,,,,,
animal fries,,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,jamaican sauce,,,,,,,,,,
onion rings,bone in jamaican grilled chicken,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
grilled chicken smoky bbq tender,bone in peri peri grilled chicken,,,,,,,,,,
grilled chicken jamaican tangdi,grilled chicken smoky bbq tangdi,,,,,,,,,,
fried chicken angara tender,grilled chicken jamaican tender,,,,,,,,,,
grilled chicken angara boneless breast,,,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
grilled chicken smoky bbq tangdi,fried chicken peri peri tender,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in jamaican grilled chicken,tipsy tiger ginger ale,,,,,,,,,,
indian salsa,fried chicken ghostbuster tender,angara sauce,ghostbuster sauce,peri peri sauce,fried chicken peri peri tender,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
garlic aioli,salted fries,bone in jamaican grilled chicken,grilled chicken peri peri tangdi,grilled chicken angara tangdi,bone in jamaican grilled chicken,fried chicken peri peri tender,,,,,
fried chicken angara tender,fried chicken peri peri tender,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,animal fries,,,,,,,,,,
grilled chicken smoky bbq tender,grilled chicken jamaican tender,,,,,,,,,,
grilled chicken smoky bbq tangdi,,,,,,,,,,,
tipsy tiger fresh lime soda,animal fries,onion rings,bone in jamaican grilled chicken,,,,,,,,
grilled chicken angara boneless breast,,,,,,,,,,,
fried chicken angara tender,bone in smoky bbq grilled chicken,,,,,,,,,,
animal fries,grilled chicken tangdi jamaican + salted krispers,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
grilled chicken smoky bbq tender,fried chicken peri peri tender,,,,,,,,,,
grilled chicken angara boneless breast,animal fries,herbed potato,bone in peri peri grilled chicken,,,,,,,,
bone in angara grilled chicken,bone in angara grilled chicken,,,,,,,,,,
grilled chicken angara tenders + salted fries,,,,,,,,,,,
animal fries,,,,,,,,,,,
aac grilled chicken burger,grilled chicken jamaican boneless breast,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
grilled chicken peri peri tender,fried chicken peri peri tender,,,,,,,,,,
fried chicken classic tender,bone in jamaican grilled chicken,salted fries,,,,,,,,,
peri peri fries,,,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
onion rings,animal fries,,,,,,,,,,
herbed potato,fried chicken angara tender,,,,,,,,,,
grilled chicken peri peri tender,,,,,,,,,,,
animal fries,fried chicken classic tender,,,,,,,,,,
peri peri crisper fries,fried chicken beast aac burger,aac signature fries,,,,,,,,,
bone in jamaican grilled chicken,bone in jamaican grilled chicken,,,,,,,,,,
grilled chicken jamaican tangdi,,,,,,,,,,,
bone in peri peri grilled chicken,herbed potato,,,,,,,,,,
bone in smoky bbq grilled chicken,bone in jamaican grilled chicken,animal fries,,,,,,,,,
animal fries,fried chicken peri peri tenders + peri peri fries,,,,,,,,,,
iced green tea - mojito,indian salsa,bone in jamaican grilled chicken quarter + angara rice,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
fried chicken classic tender,angara sauce,fried chicken angara tender,fried chicken peri peri tender,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
angara sauce,animal fries,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
grilled chicken smoky bbq tender,iced green tea - mojito,,,,,,,,,,
grilled chicken smoky bbq boneless breast,grilled chicken jamaican boneless breast,,,,,,,,,,
grilled chicken peri peri tender,grilled chicken angara boneless breast,,,,,,,,,,
grilled chicken smoky bbq tender,fried chicken peri peri tenders + peri peri fries,fried chicken beast aac burger,,,,,,,,,
fried chicken peri peri tender,grilled chicken jamaican tender,angara sauce,jamaican sauce,garlic aioli,grilled chicken angara tender,,,,,,
grilled chicken peri peri tender,animal fries,,,,,,,,,,
bone in jamaican grilled chicken,onion rings,,,,,,,,,,
grilled chicken peri peri tender,grilled chicken jamaican tangdi,fried chicken ghostbuster tender,,,,,,,,,
bone in jamaican grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
grilled chicken angara boneless breast,,,,,,,,,,,
onion rings,bone in kabuli grilled chicken,,,,,,,,,,
fried chicken classic tenders + aac signature fries,,,,,,,,,,,
angara sauce,fried chicken kabuli tender,fried chicken angara tender,angara grilled paneer (8 pcs),,,,,,,,
grilled chicken jamaican tangdi,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
indian salsa,bone in jamaican grilled chicken quarter + angara rice,,,,,,,,,,
bone in kabuli grilled chicken,animal fries,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in peri peri grilled chicken,herbed potato,,,,,,,,,,
salted crisper fries,fried chicken peri peri tender,grilled chicken jamaican tangdi,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
fried chicken peri peri tender,grilled chicken jamaican tender,,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
angara grilled paneer (8 pcs),aac saucy fries,bone in angara grilled chicken,,,,,,,,,
grilled chicken jamaican tender,peri peri sauce,tipsy tiger fresh lime soda,fried chicken beast aac burger,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
fried chicken beast aac burger,fried chicken peri peri tenders + peri peri fries,salted fries,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
peri peri sauce,animal fries,bone in jamaican grilled chicken,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
animal fries,grilled chicken jamaican tender,,,,,,,,,,
bone in jamaican grilled chicken,garlic aioli,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
animal fries,,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
fried chicken ghostbuster tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
cafreal dip,bone in angara grilled chicken,grilled chicken smoky bbq boneless breast,,,,,,,,,
bone in angara grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
grilled chicken smoky bbq tender,salted fries,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken peri peri tender,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
salted fries,bone in peri peri grilled chicken,,,,,,,,,,
aac grilled chicken burger,peri peri fries,,,,,,,,,,
onion rings,grilled chicken jamaican tender,,,,,,,,,,
fried chicken classic tenders + aac signature fries,,,,,,,,,,,
bone in smoky bbq grilled chicken,bone in peri peri grilled chicken,,,,,,,,,,
bone in smoky bbq grilled chicken,animal fries,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
salted fries,fried chicken beast aac burger,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
fried chicken beast aac burger,grilled chicken smoky bbq tender,aac grilled chicken burger,aac signature fries,fried chicken peri peri tender,,,,,,,
grilled chicken angara tangdi,grilled chicken peri peri tangdi,,,,,,,,,,
bone in smoky bbq grilled chicken,bone in smoky bbq grilled chicken,,,,,,,,,,
grilled chicken smoky bbq tender,grilled chicken jamaican tangdi,,,,,,,,,,
animal fries,fried chicken classic tender,salted fries,,,,,,,,,
bone in angara grilled chicken,angara rice,indian salsa,,,,,,,,,
fried chicken peri peri tenders + peri peri fries,,,,,,,,,,,
herbed potato,bone in smoky bbq grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
fried chicken classic tender,grilled chicken peri peri tender,,,,,,,,,,
bone in jamaican grilled chicken,bone in angara grilled chicken,,,,,,,,,,
grilled chicken angara tender,,,,,,,,,,,
bone in jamaican grilled chicken,bone in peri peri grilled chicken,,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
fried chicken angara tender,,,,,,,,,,,
bone in peri peri grilled chicken,fried chicken classic tender,,,,,,,,,,
fried chicken beast aac burger,animal fries,salted fries,grilled chicken afghani boneless breast,aac grilled chicken burger,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
bone in peri peri grilled chicken,grilled chicken smoky bbq tender,,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
tipsy tiger fresh lime soda,,,,,,,,,,,
animal fries,,,,,,,,,,,
fried chicken peri peri tender,grilled chicken jamaican tangdi,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken afghani boneless breast,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
grilled chicken ghostbuster tangdi,grilled chicken smoky bbq boneless breast,grilled chicken jamaican boneless breast,,,,,,,,,
fried chicken ghostbuster tender,fried chicken classic tender,,,,,,,,,,
fried chicken ghostbuster tender,aac grilled chicken burger,,,,,,,,,,
bone in jamaican grilled chicken,fried chicken classic tender,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
fried chicken ghostbuster tender,grilled chicken peri peri tender,mayonnaise,,,,,,,,,
bone in kabuli grilled chicken,,,,,,,,,,,
aac saucy fries,,,,,,,,,,,
bone in jamaican grilled chicken,bone in kabuli grilled chicken,,,,,,,,,,
grilled chicken angara tender,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
ghostbuster sauce,aac fried paneer burger,,,,,,,,,,
grilled chicken smoky bbq tender,bone in jamaican grilled chicken,,,,,,,,,,
salted crisper fries,,,,,,,,,,,
grilled chicken angara tender,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken classic tender,dynamite sauce,,,,,,,,,,
fried chicken peri peri tender,grilled chicken peri peri boneless breast,,,,,,,,,,
grilled chicken jamaican tender,,,,,,,,,,,
grilled chicken jamaican boneless breast,,,,,,,,,,,
bone in smoky bbq grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken classic tender,bone in jamaican grilled chicken,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
bone in kabuli grilled chicken,tipsy tiger ginger ale,,,,,,,,,,
fried chicken classic tender,,,,,,,,,,,
aac signature crisper fries,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
aac signature fries,grilled chicken smoky bbq tender,,,,,,,,,,
animal fries,aac saucy fries,,,,,,,,,,
raw masala lemon shikanji,bone in jamaican grilled chicken,grilled chicken smoky bbq tangdi,,,,,,,,,
tipsy tiger fresh lime soda,grilled chicken tangdi jamaican + salted krispers,grilled chicken smoky bbq tender,,,,,,,,,
grilled chicken smoky bbq tender,,,,,,,,,,,
fried chicken kabuli tender,fried chicken kabuli tender,,,,,,,,,,
aac signature fries,animal fries,fried chicken beast aac burger,,,,,,,,,
fried chicken peri peri tender,aac grilled chicken burger,,,,,,,,,,
fried chicken peri peri tender,,,,,,,,,,,
grilled chicken jamaican tender,grilled chicken peri peri tender,,,,,,,,,,
fried chicken peri peri tender,bone in kabuli grilled chicken,aac saucy fries,peri peri crisper fries,,,,,,,,
bone in angara grilled chicken,fried chicken kabuli tender,bone in kabuli grilled chicken,,,,,,,,,
bone in peri peri grilled chicken,,,,,,,,,,,
bone in jamaican grilled chicken,,,,,,,,,,,
fried chicken beast aac burger,,,,,,,,,,,
fried chicken classic tender,grilled chicken jamaican tender,,,,,,,,,,
grilled chicken peri peri tender,fried chicken ghostbuster tender,peri peri sauce,,,,,,,,,
animal fries,bone in peri peri grilled chicken,,,,,,,,,,
peri peri crisper fries,murgh amritsari garlic bread,,,,,,,,,,
chilli cheese garlic bread,herbed potato,bageecha pizza,,,,,,,,,
angara paneer melt,,,,,,,,,,,
peri peri grilled chicken pizza,,,,,,,,,,,
murgh amritsari seekh melt,all about chicken pizza,bageecha pizza,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
tripple cheese pizza,jamaican chicken melt,cheesy garlic bread,,,,,,,,,
cheesy garlic bread,makhani paneer pizza,jamaican chicken melt,,,,,,,,,
mushroom pizza,chilli cheese garlic bread,,,,,,,,,,
makhani paneer pizza,bageecha pizza,,,,,,,,,,
angara paneer melt,jamaican chicken melt,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
peri peri crisper fries,fried chicken tenders,cheesy garlic bread,,,,,,,,,
bageecha pizza,,,,,,,,,,,
onion rings,fried chicken tenders,loaded jamaican grilled chicken pizza,,,,,,,,,
tripple cheese pizza,bageecha pizza,,,,,,,,,,
just pepperoni pizza,,,,,,,,,,,
chilli cheese garlic bread,margherita pizza,,,,,,,,,,
peri peri crisper fries,just pepperoni pizza,,,,,,,,,,
bageecha pizza,makhani paneer pizza,cheesy garlic bread,,,,,,,,,
peri peri crisper fries,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
all about chicken pizza,makhani paneer pizza,,,,,,,,,,
chicken pepperoni pizza,,,,,,,,,,,
fried chicken tenders,herbed potato,,,,,,,,,,
spinach sumac pide,tripple cheese pizza,,,,,,,,,,
tripple cheese pizza,fried chicken tenders,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
tripple cheese pizza,peri peri crisper fries,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
desi chicken pepperoni pizza,,,,,,,,,,,
chilli cheese garlic bread,bageecha pizza,,,,,,,,,,
all about chicken pizza,murgh amritsari garlic bread,,,,,,,,,,
murgh amritsari garlic bread,bageecha pizza,,,,,,,,,,
all about chicken pizza,murgh amritsari seekh pide,peri peri grilled chicken pizza,,,,,,,,,
herbed potato,indian salsa,peri peri crisper fries,fried chicken tenders,,,,,,,,
og cheese pide,,,,,,,,,,,
herbed potato,peri peri chicken melt,,,,,,,,,,
all about chicken pizza,cheesy garlic bread,,,,,,,,,,
all about chicken pizza,chilli cheese garlic bread,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
makhani paneer pizza,desi pepperoni pizza,loaded korean grilled chicken pizza,bageecha pizza,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
tripple cheese pizza,murgh amritsari seekh pizza,,,,,,,,,,
just pepperoni pizza,desi pepperoni pizza,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
herbed potato,chilli cheese garlic bread,,,,,,,,,,
just pepperoni pizza,bageecha pizza,,,,,,,,,,
masala paneer pide,peri peri grilled chicken pizza,murgh amritsari seekh melt,,,,,,,,,
peri peri paneer melt,tripple cheese pizza,,,,,,,,,,
murgh amritsari seekh pizza,murgh amritsari garlic bread,,,,,,,,,,
bageecha pizza,peri peri fries,,,,,,,,,,
mushroom pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
peri peri fries,cheesy garlic bread,just pepperoni pizza,jamaican chicken melt,,,,,,,,
all about chicken pizza,,,,,,,,,,,
fried chicken tenders,chilli cheese garlic bread,,,,,,,,,,
malai gud pide,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
peri peri chicken melt,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
onion rings,mushroom mozzarella melt,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
murgh amritsari seekh pizza,chilli cheese garlic bread,,,,,,,,,,
indian masala fries,tripple cheese pizza,,,,,,,,,,
peri peri crisper fries,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
bacon pepperoni melt,grilled chicken tangdi,,,,,,,,,,
loaded pork pepperoni pizza,indian salsa,mutton seekh pide,salted fries,,,,,,,,
angara paneer melt,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
mushroom pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari seekh pide,,,,,,,,,,,
masala paneer pide,,,,,,,,,,,
peri peri crisper fries,margherita pizza,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
jamaican chicken melt,makhani paneer pizza,murgh amritsari seekh pizza,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
margherita pizza,indian masala cripser fries,,,,,,,,,,
chilli cheese garlic bread,loaded chicken pepperoni pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari garlic bread,salted fries,jamaican chicken melt,,,,,,,,,
masala potato pide,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
murgh amritsari seekh pide,,,,,,,,,,,
chilli cheese garlic bread,just pepperoni pide,,,,,,,,,,
peri peri crisper fries,,,,,,,,,,,
mutton seekh pide,murgh amritsari garlic bread,,,,,,,,,,
grilled chicken tangdi,bacon pepperoni melt,,,,,,,,,,
indian masala fries,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
loaded jamaican grilled chicken pizza,loaded korean grilled chicken pizza,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
garlic aioli,herbed potato,,,,,,,,,,
fried chicken tenders,chilli cheese garlic bread,,,,,,,,,,
malai gud pide,,,,,,,,,,,
tipsy tiger fresh lime soda,margherita pizza,,,,,,,,,,
murgh amritsari seekh pide,onion rings,,,,,,,,,,
